Name,Package Name,Description,Rating,Rating Count
Xtreme Monkey Jumper,com.xtreme.jetpackjumper,"Help the little cute monkey find his way home, he has been lost and has no idea where he is,
But he can jump and even fly,
Can you get the best score with him? i bet it's hard.",,
Skidos Water Hero Kids Games,skidos.waterhero,"Water Hero is an exciting and adventurous game with a focus on environmental pollution. Help Water hero to save the planet!
Become Ben’s companion and travel through the spooky caves, green light town and the dangerous cliffs and face the challenges.
The landscape of the game is mainly made of the square, a triangle and a circle elements. It’s not an exercise of geometry but a thrilling game where youngsters can practice math and coding throughout the adventurous journey!

Practice and develop your coding or math skills to unlock new power-ups.

A NOTE TO PARENTS ON SKIDOS GAMES INCLUDING Skidos Water Hero

HELP KIDS LEARN TO CODE GAMES 
Kids love playing games. So why not teach them how games are coded. With Skidos games, kids can now understand the coding logic behind their favourite games. So they can get inspired and interested in programming from a young age.

HELP KIDS IMPROVE THEIR MATH
All Skidos games including Skidos Water Hero turn classroom lessons in to fun math challenges which kids love taking on. 

LEARNING FOR THE REAL GAMER
Kids love mobile games. All Skidos games including Skidos Water Hero are designed first as fun mobile games and then integrated with learning content.

CUSTOMIZED LEARNING AND PRACTICE
Different kids have different learning styles. All Skidos games including Skidos Water Hero gives children the option to pick their subject (mathematics or coding), grade and topic, and progress at their own pace. 

PROGRESS REPORT
All Skidos games including Skidos Water Hero let you track your child's progress across different skills and time periods, letting you see where they're struggling and where they're soaring. You can also create an action plan to help the child improve further.

GLOBAL LEARNING STANDARDS
All Skidos games including Skidos Water Hero's entire question database for mathematics is aligned to the Common Core Standards for Grade 1 through 5 and covers a comprehensive list of topics.
For encouraging kids to learn coding, Skidos has developed a unique curriculum which teaches them concepts around game development and computational thinking. 

Topics Covered in Mathematics Include:
1. Numbers & Counting up to 1000 
2. Addition of two numbers up to 1000
3. Subtraction of numbers up to 1000
4. Comparing numbers up to 1000
5. Addition of 3 or 4 numbers up to 100
6. Adding and subtracting tens and hundreds
7. Multiplication of numbers up to 100
8. Identifying factors
9. Identifying prime or composite numbers
10. Place value and rounding
11. Fractions
12. Decimals
13. Exponents
14. Divisors & quotients
15. Mixed operations
16. Game based Visual Mathematics
17. Geometry
18. Mean and Range
19. Data Analysis

Topics Covered in Coding Include:
1. Twenty levels on teaching kids on movement of objects in games

KIDS SAFE & COPPA COMPLIANT
- All Skidos games are COPPA complaint
- No Ads

 Subscription info
- Skidos Water Hero can be purchased as an individual app or as part of Skidos Subscription for all games.
- Skidos subscription are auto renewable with monthly & annual plans for 3 
- Payment will be charged to iTunes Account after free trial period.
- Subscription automatically renews unless auto-renew is turned off at least 24-hours before the end of the current period
- Subscriptions may be managed by the user & auto-renewal may be turned off by going to the user’s Account Settings after purchase
- Cancellation will not go into effect until the end of the billing cycle
More details can be found at: http://skidos.com/subscription
- Any unused portion of a free trial period, if offered, will be forfeited when the user purchases a subscription to that publication, where applicable
Our privacy policy can be found at: http://skidos.com/privacy-policy. Our terms can be found at : http://skidos.com/terms/ 
For support, write to us at: support@skidos.com",,
Farm Pets- pets love fruits,com.s5game.petsupercrush,"Farm Pets features: 
● Collect all kinds of farm pets to win the level before you run out of moves
● Play levels and win 3 stars. 
● Rechargable boosters, special power ups to help you win those challenging levels
● Easy to play but challenging to master
● Acres of luscious levels to complete - more than 300 levels
● Leaderboards to watch your friends and competitors!",,
Turtle Escape - Underwater Adventure,com.dretechnologies.flappyfish,"Get ready to RUN with Turtle Escape! Swim across the ocean, dodge the giant octopus tentacles and escape to safety!
Lou the Turtle has lost his way and it's up to you to bring him back to his family!
Tap to swim, collect the coins and avoid the tentacles. Seems too simple? Try again!

Featuring:
-3 Fully Playable Characters
-3 Special Powerups to help you along your quest!
-Adaptable difficulty! The journey gets harder as you go along!
-Online Leaderboards, compete with your friends!

Download Turtle Escape TODAY for FREE!",,
ReferAFlood,net.madnessenjin.referaflood,"Refer A Flood is referral app for anyone who runs into water damage. Whether it’s a pipe break, sewer backup, mold or any other type of water damage issue The Flood Team is here to help your customers 24/7.
Our app is designed to make referring quick and easy and insures you are compensated for your efforts. Once you sign-up you can start referring and start to receive the benefits of helping customers while making money. Make money, help customer, it’s that simple!",,
"Relax Melodies Seasons: Mix Rain, Thunderstorm, Ocean Waves and Nature Ambient Sounds for Sleep, Relaxation & Meditation",com.ilbsoft.irelaxxmas,"The ultimate relaxing app for a stressless year no matter the season. 
Forget the stress, overcome your body tension and free up your mind by falling into a peaceful relaxation that you surely deserve!

Relax Melodies Seasons helps you to easily combine ambient sounds and relaxing melodies (from all four seasons) to create your own and personal relaxing session. Let your mind travel to any season of the year to enjoy back the feeling of a warm day at the beach, a calm spring morning, a peaceful october rain or even a cold winter day! Possibilities are endless as you start mixing!

An extra 8 Christmas melodies are also included to put you in the mood for the Holidays!

== Features == 

•  32 High quality ambient sounds in total!
•  2 Binaural beats frequencies for brainwave entrainment
•  Play your mix in the background while using your other apps!
•  Enjoy almost infinite possibilities by mixing your favourite sounds together at customizable volumes.
•  Include 5 off the shelf favourites for easy startup.
•  Create, Name, Save, Sort and Replay your mixes by adding them to your Favorites list.
•  Clock Display with brightness adjustment.
•  Multiple Alarms & Timers system. Use your favorite mixes as an alarm to wake up in the mood you want!

== 24 Ambient Sounds ==  

Blizzard, Small Bells, Church Bells, Traffic in Snow, Fireplace, Winter Wind
Aurora, Horse Wagon, Farm, Melting River, The Grove, Flag
Camping Rain, Dreams, Crickets, Family at the Beach, Jet Boat, Whales
Autumn, Water Drip, Rain Fall, Wind in Leaves, Thunderstorm, Water Dock

== 8 Christmas Ambient Sounds == 

Carol of the Bells, Jingle Bells, Christmas Day, Merry Christmas, Music Box, Deck the Halls, O Christmas Tree, Green Sleeves

== 2 Binaural Beats ==

Concentration - 20Hz, Pre-Sleep - 8Hz

Download it now and get the most personalized relaxation experience ever. With only a few taps create the perfect relaxing ambience that will resonates perfectly with you.
Use ambient sounds and binaural beats to either simply relax or help your brain fall asleep. Enjoy the seasons of the year at anytime and on any day!

Online - http://www.ipnos.com
Facebook - https://www.facebook.com/ipnossoft
Twitter - https://twitter.com/ipnossoft",4.5,369
Sleep Well Hypnosis PRO,com.surfcityapps.sleepwell.pro,"◉ Learn to reduce anxious thoughts and sleep calmly after listening daily for just 1–3 weeks
◉ Change your mindset through subconscious thoughts to prepare for deeper sleep
◉ Fall asleep easily and experience deep, restorative sleep throughout the night

TRAIN YOUR MIND TO SLEEP BETTER THROUGH HYPNOSIS

Do you frequently have trouble falling or staying asleep? Hypnosis can help you reduce anxious thoughts and prepare your mind for deeper, more restorative rest.

EFFORTLESS CHANGE

◎ A single audio session of 25 minutes a day that is effective in just 1–3 weeks
◎ Hypnosis audio carefully read by the soothing voice of a certified hypnotherapist
◎ Peaceful background music and nature sounds to help you relax
◎ Sleep Booster with binaural beats to induce your brainwave frequency into an optimal state for deep, restorative sleep
◎ Separate volume controls for Voice, Background, and Sleep Booster
◎ Awaken at End feature can be disabled at bedtime for a relaxing, restful sleep
◎ Repeat sessions or loop while you sleep
◎ Continue listening to background sounds after the session ends
◎ Works with Apple Watch! Pause, resume and adjust overall volume from your wrist via the Now Playing glance
◎ For devices running iOS 10 and above, you can optionally track your listening time as Mindful Minutes in Apple's Health app. The first time you start a session you'll see a prompt to allow the app to sync your listening time with Apple Health. Just enable the Mindful Minutes setting and tap Allow. To change the setting later, open the Settings app and locate this app in Privacy > Health, where you can enable or disable Mindful Minutes synchronization.

READ OUR USER REVIEWS

""I love this so much and want to say thanks! I have spent years finding it extremely difficult to sleep ect and for the first time in what feels like forever I have had a few really good nights sleep thx to this app! Would recommend to all""

""I often woke up about two in the morning and could not go back to sleep for love not money. Now with this app is easy to go back to sleep.""

""Insomnia went away with 1 use""

""I have been an insomniac all my life and to a point have learnt to live with it…on some occasions I get very frustrated with my mind for ‘jumping’ into alert state as soon as my head hits the pillow and it was on one of these occasions that I came across this app…I AM IN SHOCK!!In all my 41yrs I have never come across anything that has actually worked – I can honestly say this app has CHANGED MY LIFE!! I am now on night 7 of solid sleep and the more you listen the easier it gets – I thought I’d get bored of every night listening to the same voice saying the same thing but I actually look forward to plugging in my ear phones!! I am waking up more tired at the moment but in a different way – almost as if my body is relaxing in a way it never has so it’s finally starting to catch up on 41yrs of dreadful sleep deprivation!!""

INTERACT WITH US

Surf City Apps offers a range of hypnosis apps that will help you enjoy a healthier, happier, and more abundant life. Tell us how you use our apps to improve your life:

Facebook.com/surfcityapps
Twitter.com/SurfCityApps
http://surfcityapps.com

CONTACT SUPPORT

http://support.surfcityapps.com

TERMS & CONDITIONS

http://surfcityapps.com/terms",4.5,527
Relax Rain,com.brightenstudios.relaxRain,"Designed with simplicity in mind, Relax Rain is the simplest way to enjoy the relaxing and soothing sound of rain falling. Open up the app and sounds start playing automatically so you can relax, unwind, meditate or just get some quiet time right away. 

Included sounds (recorded in HD quality)
Forest Rain, Heavy Rain, Light Rain, Rain on Tent, Rain Shower, Sprinkle, Thunderstorm, Wind and Rain, all in a beautiful and easy to use interface. 

Benefits
- Helps with insomnia
- Get to sleep quicker
- Improve quality of sleep
- Use the app to block out distracting noise
- Boost concentration by drowning out distracting thoughts with relaxing sounds!
- Stay calm & stress-free!

Features
- High-quality sounds
- Simple gesture-based design, swipe between sounds!
- Sleep timer with progressive fade out
- Plays in the background and when your iPhone is locked
- Bluetooth enabled
- Exclusively for iOS7 & iOS8
- Simple sharing

Relax Rain was created by a small team, dedicated to bringing you frequent free feature updates. We’d love to know how we can help you relax, even more, so please get in touch with us via the App Store “Support” link, or tweet us @brightenstudios. Thanks!",4.0,46
NiteFan - White Noise Fan App,com.hitechmom.nitefan,"NiteFan is a white noise app that allows you to fall asleep to the sound of a fan.

Do you FANcy falling asleep to the sound of a fan? Well, that’s FAN-tastic! The sound of a fan is calming and blocks out other sounds in the room to help you fall asleep. You probably FANtasize about being about to take your fan with you when you travel, don’t you? Sometimes that’s just not possible. But never fear! If you’re a fan FANatic, this app is for you!

This app will allow you to choose between the sounds of 4 different fans to help you fall asleep when your head hits the pillow. Play one type of fan or mix them together to create your own custom fan sound. Mix characteristics to your fans such as clicks and wobbles. Add the sound of rain for a more relaxing mood.

Fan sounds include a box fan, an oscillating fan, an even-toned fan, and a fan that sounds like it's blowing the sheets. Extra characteristic sounds include clicks, rain, and electric wobbles.

The sounds will play in the background, so you can lock the screen of your phone and still hear the sounds as you fall asleep. The sounds will play until you stop them in the morning. No internet connection is required.

This is a great app to have when traveling because bringing a fan with you usually isn't usually feasible. It is also a great source of ambient noise that you can turn on whenever you need to work without distraction. And finally, it’s also a great way to just sit back and relax to a calming sound when you need to unwind. How does anyone sleep or relax or concentrate without NiteFan in their lives? We have no idea.",4.5,20
DISASTER RECOVERY DIRECTORY,com.DISASTERRECOVERYDIRECTORY.DISASTERRECOVERYDIRECTORY,"The DISASTER RECOVERY POCKET SOURCE™  is a unique compilation of specialty vendors in thousands of locations throughout North America, divided into hundreds of categories of hard-to-find disaster-recovery help - ranging from “document-drying” to “trauma-counselors,” “emergency computer repair,” “data-destruction,” “planning for pets,” “mobile kitchens,” ""crime-scene cleanup,"" “data recovery,” etc, etc.  
 
Clicking on a provider takes you their website, then you can return to the app.
 
It also includes tutorial sections on “getting started” and “have you forgotten,” covering many commonly-overlooked areas.
 
It is based on over 25 years’ experience in disaster recovery and business continuity with hundreds of clients in every industry by The Systems Audit Group, Inc.  (http://www.disaster-help.com/)",,
Relax Nature,com.brightenstudios.relaxNature,"Designed with simplicity in mind, Relax Nature is the simplest way to enjoy the relaxing and soothing sounds of nature. Open up the app and sounds start playing automatically so you can relax, unwind, meditate or just get some quiet time right away. 

Included sounds (recorded in HD quality)
Waterfall, Sprinkle, Ocean, Forest Morning, Heavy Rain, Storm, Evening Crickets, Rain, Stream, Sunset and Marsh, all in a beautiful and easy to use interface. 

Benefits
- Helps with insomnia
- Get to sleep quicker
- Improve quality of sleep
- Use the app to block out distracting noise
- Boost concentration by drowning out distracting thoughts with relaxing sounds!
- Stay calm & stress-free!

Features
- High-quality sounds
- Simple gesture-based design, swipe between sounds!
- Sleep timer with progressive fade out
- Plays in the background and when your iPhone is locked
- Bluetooth enabled
- Exclusively for iOS7 & iOS8
- Simple sharing

The Relax apps suite were created by a small team, dedicated to bringing you frequent free feature updates. Check out the other Relax apps in the App Store. We’d love to know how we can help you relax, even more, so please get in touch with us via the App Store “Support” link, or tweet us @brightenstudios. Thanks!",2.0,7
Help Monkey,com.jun2017.HelpMonkey,"The flood is here, get out！

Help the monkey  escape from danger.

Hurry up!",,
