Name,Package Name,Description,Rating,Rating Count
Jen's Styling Booth,com.webappclouds.jensstylingbooth1,"Easy access to Salon menu, Specials, Get alerts on specials, Hours, Directions, Make a Reservation and more. 

FEATURES: 

Make Appointments. Make an appointment directly through your phone. Our staff will get back to you quickly to confirm availability. 
Check your appointments. Once your requested appointment is confirmed, you’ll receive notification within the app. 
Specials. Keep up with seasonal offerings and specials. 
General information. 
Gallery 
Menu 
Call us 
Directions 
Hours",,
Bingo's Season Pro,com.halffat1.bingosseasonpro,"DOWNLOAD NOW! IF YOU LIKE BINGO, YOU WILL LOVE THIS BINGO!
AN EXCITING BINGO GAME
Bingo's Season mixes the classic game of bingo with exciting arcade-style gameplay like power-ups, XP and coins more to create a unique and addicting Bingo experience.
Features: 
-New Bingo modes!
-New Islands to explore!
• Simple and easy to play!
• Complete with high scores and leader board
• Rich high quality interface & fast game play!
• Real sound effects
• Device Sync gameplay with Facebook.",,
Princess Wedding Makeover @2,com.anjophoenix.princesssalon,"They need to be dressed trigged for rocking party ! Start with a soothing spa treatment to make sure her hair and skin is clean and clear. Next, help her do her make up. Lastly pick out the perfect princess dress with jewelry to match! Make this a dream princess show!


** Features ** 
- Treat yourself to the ultimate spa experience with soothing facial masks, cool cucumbers for your eyes, and even a steaming treatment! 
- Experiment with dozens of different makeup, lipsticks, eyes, eye-shadow, hair color and much more.
- how to apply eye maskara makeup , blush , beautiful lipglosh , eyeshadow , bronzer 
- makeup artist school for girls, teach you makeup styles and makeup lines
- waterproof eye maskara makeup ideas
- best powder foundation cosmetics makeup
- best makeup remover and natural makeup tutorials
- long lasting lipstick & become makeup artist
- contact lenses with wide range of colors
- show off waterproof  mascara and cosmetics mascara
- Lots of Dresses for the best day.
- Huge variety of princess wedding items, including earrings, necklaces and purses. 
- foundation Make-up and Dress up her in the gown of your dreams.
- best hairstyles and hair color with no barber shop
- play with hair like hair transplant and hair restoration
- hot tub for bath
- dress like white sundresses with maxi designer dress
- save & share your perfect girls easily over Facebook or twitter with one click.


ABOUT Phoenix Games LLP
With over millions of users Phoenix Games LLP to be known as the creator of makeup, dress up, salon, spa, makeover, cooking, and decorating games that babies, kids, girls and parents love.

Visit us on https://www.phoenixgames.in

Share the experience of these top free games with your family, friends and social people.
Or follow us on…
https://www.facebook.com/phoenixgamesllp

WE VALUE YOUR FEEDBACK
message us on https://www.facebook.com/phoenixgamesllp

PRIVACY POLICY:
As a designer of kids & girls games, read our privacy policy here: https://www.facebook.com/notes/phoenix-games-llp/privacy-policy/1743215219324593


Download and enjoy , don't forget to write your precious review this would help us a lot!",4.0,106
Amazon Princess Party Makeover,com.phoenix.amazonprincessparty,"They need to be dressed trigged for rocking party ! Start with a soothing spa treatment to make sure her hair and skin is clean and clear. Next, help her do her make up. Lastly pick out the perfect princess dress with jewelry to match! Make this a dream princess show!


** Features ** 
- Treat yourself to the ultimate spa experience with soothing facial masks, cool cucumbers for your eyes, and even a steaming treatment! 
- Experiment with dozens of different makeup, lipsticks, eyes, eye-shadow, hair color and much more.
- how to apply eye maskara makeup , blush , beautiful lipglosh , eyeshadow , bronzer 
- makeup artist school for girls, teach you makeup styles and makeup lines
- waterproof eye maskara makeup ideas
- best powder foundation cosmetics makeup
- best makeup remover and natural makeup tutorials
- long lasting lipstick & become makeup artist
- contact lenses with wide range of colors
- show off waterproof  mascara and cosmetics mascara
- Lots of Dresses for the best day.
- Huge variety of princess wedding items, including earrings, necklaces and purses. 
- foundation Make-up and Dress up her in the gown of your dreams.
- best hairstyles and hair color with no barber shop
- play with hair like hair transplant and hair restoration
- hot tub for bath
- dress like white sundresses with maxi designer dress
- save & share your perfect girls easily over Facebook or twitter with one click.


ABOUT Phoenix Games LLP
With over millions of users Phoenix Games LLP to be known as the creator of makeup, dress up, salon, spa, makeover, cooking, and decorating games that babies, kids, girls and parents love.

Visit us on https://www.phoenixgames.in

Share the experience of these top free games with your family, friends and social people.
Or follow us on…
https://www.facebook.com/phoenixgamesllp

WE VALUE YOUR FEEDBACK
message us on https://www.facebook.com/phoenixgamesllp

PRIVACY POLICY:
As a designer of kids & girls games, read our privacy policy here: https://www.facebook.com/notes/phoenix-games-llp/privacy-policy/1743215219324593


Download and enjoy , don't forget to write your precious review this would help us a lot!",4.5,177
Salon Norman Dee,com.partner-auto-8346.salonnorm,"Salon Norman Dee app is designed to engage clients with the salon. This app allows you to book appointments, sign-up for gift cards, receive special offers, and get VIP loyalty rewards. It also includes services the salon offers, events, and a gallery.",,
Shave Santa,ie.bluebear.shavesanta,"Who said Santa doesn't style his beard!

Be warned! Santa isn't always so jolly, especially when being shaved!

Open up shop, and start shaving your most valued clients today, Santa and Rudolph are only in town this time of year! Give them custom beard designs, getting them ready for the big night just around the corner!

Just remember, don't go too crazy shaving...you still want to make sure you are on the nice list!


FEATURES 
* Choose between Santa and Rudolph and your other favourite christmas characters
* Cut and trim hair with a scissors, razor blade, and clippers 
* Patch up any sore spots with paper bits. 
* Get rid of any rashes with the rash cream 
* Apply aftershave and wait for the reaction! 
* Kid friendly interface! 

Shave Santa™ is a trademark of Bluebear Technologies Limited.

About Bluebear 
Bluebear makes fun games for family and kids. Our popular cooking apps have legions of fans, and we pride ourselves in bringing premium quality games to everyone that unlock their creative abilities and stimulate their imaginations. 

IMPORTANT MESSAGE FOR PARENTS: 
- This App is free to play but certain in-game items may be purchased for real money. You may restrict in-app purchases by disabling them on your device.
- By downloading this App you agree to Bluebear's Privacy Policy: http://www.bluebear.ie/privacy.html
- Please consider that this App may include third parties services for limited legally permissible purposes.",4.0,2212
Emily's Love Story!,com.hugsnhearts.emilylovestory,"I am your friend- Emily. I guess all of you knowing who I am. Last night I was invited to friend birthday party. The party is really amazing, but the most exciting thing is that I met a guy called Carson. Yes, his name is Carson. I am sure I fall in love with him at the first sight. I think he is the same as me. And everything goes as what I guess, he does give me a call this morning and ask me out today. It's really a breathtaking thing. I must show perfect me in front of him. Let's start. Time is rush.
........
Download and play for FREE!
See you in HUGS &HEARTS BFF Emily's Love Story...

Product Features:
-Party ambient vivid opening to start the story
-Answer the call to tell you will date with Carson
-Relaxing Spa is definitely needed in the starting
-Fancy makeup to show out the perfect you
-Tons of fashion stuff to make your date unforgettable
-Pick a charming dress and dress up ready
-Do a manicure and make you look flawless
-Take a photo to record your dating with Carson
.............
And so much more! Come on and join us together.

Having problems? Any suggestions? We would love to hear from you! 

You can find us on Facebook at https://www.facebook.com/hugsNheartsGames
or on Twitter at https://twitter.com/Hug_n_Hearts
And website athttp://www.hugsnhearts.com/",4.5,155
Hannah's Summer Crush,com.tutotoons.app.hannahshighschoolsummercrush.free,"OMG, Jack asked Hannah on a new date! Help her get ready for a beach date with her high school crush Jack. Turn Hannah into a beauty queen with tons of makeup tools, fancy summer hairstyles and fashion clothes!

Hannah's boyfriend Jack plans a romantic date at the beach. Hannah is very excited and needs your styling skills to look like a beauty queen tonight. Join the makeover squad with Hannah's best friend Jessica, create stunning makeups, colorful hairstyles and amazing outfits. Get the hottest summer crush game for girls, enjoy new beauty makeover adventures, style, design and become a part of a high school love story. Play now and find out if Hannah and her boyfriend Jack’s romantic beach date ends with a kiss!

Hannah's High School Summer Crush makeover games for girls and teens:
· Follow Hannah and her high school crush Jack's love story to the seaside this summer!
· Help Hannah become a beauty queen on a romantic beach date with her boyfriend Jack!
· Do the flawless makeup, style hair and polish nails at the beauty salon with Hannah's best friend Jessica!
· Mix and match fashion dresses, shoes and accessories for the hot summer look on a beach date!
· Meet Jessica's new boyfriend JP and have fun at the beach party with friends!
· Set up a magazine cover photoshoot and become a superstar this summer!
· Learn new dance moves and dance with Hannah and her boyfriend Jack all night long!
· Pick a perfect swimsuit, sunbathe and have a refreshing swim in the sea with Jessica!
· Play beauty makeover games every day, collect coins, diamonds and unlock new levels!
· Watch rewarding videos and get bonus coins for exciting game items!


- - - - - - - - - - - - - - - - - - - - - - - -

ABOUT TutoTOONS Games for Kids
Crafted and play-tested with kids and toddlers, TutoTOONS games cherish the childhood and help children learn the basic life skills through games they love.
Dress up games can develop creativity and art skills, cleanup games build good every day habits, cooking games show how to help parents at home, pet games teach to share and care. These are just a few examples how TutoTOONS games let children explore the world around them and develop on their screen time.

PRIVACY
This app is free to play but there are certain in-game items that may be purchased for real money. By downloading this app you agree to TutoTOONS Privacy Policy and Terms of Use.

Discover more fun with TutoTOONS!
Play our games: http://tutotoons.com/games
Like us on Facebook: https://www.facebook.com/tutotoonsgames
Subscribe our YouTube channel: https://goo.gl/3FsX1j 
Subscribe Kids News, our newsletter for families: http://eepurl.com/bUWUTj",3.5,33
Carethy,com.softwarekoibox.carethy,"Stylo by Carethy es un salón de belleza que ofrece una gran variedad de servicios por los mejores en el sector. Estamos ubicados en Granollers, Barcelona y contamos con un equipo especializado y con años de experiencia. 

Con esta app podrás:

- RESERVAR tu cita online
- Obtendrás CUPONES para comprar en Carethy.es
- Acceder a la TIENDA ONLINE
- Conocer nuestras PROMOCIONES

Además, usando el código ""STYLO5"", obtendrás un cupón de 5% de descuento en las compras que hagan en www.carethy.es",,
Baby's Secret Room:Escape childhood educational,com.mgame04.BabysSecretRoom,"Escape if you can from Little Girl Room by finding ten toy heads and other clues in the room. 
Earn more points by finding all the clues as soon as possible.
If you are in trouble use the HELP button and try to follow that instructions.
Good Luck!
• Great Scenario
• More puzzle to solve
• Find Hidden Objects
• Eye-catching Game
Good Luck!",5.0,165
